Code,Dataset,BIOME,Species,GF,Decid/E'green,Needle/Broad lf,C3C4,N2-fixer,log LL,log LMA,log Nmass,log Narea,log Pmass,log Parea,log Amass,log Aarea,log Gs,log Rdmass,log Rdarea,Ca - Ci,,,,
376,Cavendar_Bares_Florida,TEMP_FOR,Quercus michauxii,T,D,B,C3,N,0.92,2.21,-0.051,0.157,,,2.08,1.28,,,,,,,,
377,Cavendar_Bares_Florida,TEMP_FOR,Quercus austrina,T,D,B,C3,N,0.91,2.06,0.288,0.347,,,2.13,1.17,,,,,,,,
378,Cavendar_Bares_Florida,TEMP_FOR,Quercus chapmanii,T,E,B,C3,N,0.94,2.06,0.143,0.204,,,1.88,0.95,,,,,,,,
379,Cavendar_Bares_Florida,TEMP_FOR,Quercus geminata,T,E,B,C3,N,1.04,2.35,-0.060,0.294,,,1.95,1.32,,,,,,,,
380,Cavendar_Bares_Florida,TEMP_FOR,Quercus minima,T,E,B,C3,N,0.84,2.01,0.250,0.262,,,2.10,1.11,,,,,,,,
381,Cavendar_Bares_Florida,TEMP_FOR,Quercus virginiana,T,E,B,C3,N,1.01,2.17,0.121,0.291,,,2.20,1.35,,,,,,,,
382,Christodoulakis_Malakasa,WLAND,Arbutus andrachne,S,E,B,C3,N,1.10,1.66,,,,,,,,,,,,,,
383,Christodoulakis_Malakasa,WLAND,Arbutus unedo,S,E,B,C3,N,1.18,1.65,,,,,,,,,,,,,,
384,Christodoulakis_Malakasa,WLAND,Quercus coccifera,S,E,B,C3,N,1.14,1.67,,,,,,,,,,,,,,
385,Christodoulakis_Malakasa,WLAND,Pistacia lentiscus,S,E,B,C3,N,1.05,1.66,,,,,,,,,,,,,,
386,Christodoulakis_Malakasa,WLAND,Ceratonia siliqua,S,E,B,C3,Y,1.37,1.69,,,,,,,,,,,,,,
387,Christodoulakis_Malakasa,WLAND,Myrtus communis,S,E,B,C3,N,1.35,1.86,,,,,,,,,,,,,,
388,Christodoulakis_Malakasa,WLAND,Olea europaea,S,E,B,C3,N,1.37,1.64,,,,,,,,,,,,,,
389,Christodoulakis_Malakasa,WLAND,Phillyrea media,S,E,B,C3,N,,1.77,,,,,,,,,,,,,,
390,Christodoulakis_Malakasa,WLAND,Quercus ilex,S,E,B,C3,N,,1.90,,,,,,,,,,,,,,
391,Christodoulakis_Malakasa,WLAND,Laurus nobilis,S,E,B,C3,N,,1.91,,,,,,,,,,,,,,
392,Christodoulakis_Malakasa,WLAND,Nerium oleander,S,E,B,C3,N,,1.69,,,,,,,,,,,,,,
393,Chua_et_al_Malaysia,TROP_RF,Dacrydium beccarii,T,,B,,N,,,-0.051,,-1.244,,,,,,,,,,,
394,Chua_et_al_Malaysia,TROP_RF,Eugenia caudata,T,,B,,N,,,-0.187,,-1.328,,,,,,,,,,,
395,Chua_et_al_Malaysia,TROP_RF,Eugenia stapfiana,T,,B,,N,,,-0.066,,-1.092,,,,,,,,,,,
396,Chua_et_al_Malaysia,TROP_RF,Eurycoma longifolia,T,,B,,N,,,,,-0.893,,,,,,,,,,,
397,Chua_et_al_Malaysia,TROP_RF,Ficus deltoidea,V,,B,,N,,,0.121,,-1.745,,,,,,,,,,,
398,Chua_et_al_Malaysia,TROP_RF,Podocarpus neriifolius,T,,B,,N,,,-0.161,,-1.268,,,,,,,,,,,
399,Coley_BCI,TROP_RF,Spondias radlkoferi,T,D,,,N,0.67,,0.423,,,,,,,,,,,,,
400,Coley_BCI,TROP_RF,Annona spraguei,T,,,,N,0.59,,0.342,,,,,,,,,,,,,
401,Coley_BCI,TROP_RF,Desmopsis panamensis,T,,,,N,,,0.344,,,,,,,,,,,,,
402,Coley_BCI,TROP_RF,Guatteria dumentorum,T,E,,,N,1.32,,0.371,,,,,,,,,,,,,
403,Coley_BCI,TROP_RF,Aspidosperma megalocarpon,T,E,,,N,1.46,,0.111,,,,,,,,,,,,,
404,Coley_BCI,TROP_RF,Jacaranda copaia,T,,,,N,0.85,,0.369,,,,,,,,,,,,,
405,Coley_BCI,TROP_RF,Tabebuia rosea,T,,,,N,0.90,,0.369,,,,,,,,,,,,,
406,Coley_BCI,TROP_RF,Ochroma pyramidale,T,E,,,N,,,0.348,,,,,,,,,,,,,
407,Coley_BCI,TROP_RF,Quararibea asterolepsis,T,,,,N,1.07,,0.391,,,,,,,,,,,,,
408,Coley_BCI,TROP_RF,Cordia alliodora,T,D,,,N,0.93,,0.491,,,,,,,,,,,,,
409,Coley_BCI,TROP_RF,Protium tenuifolium,T,E,,,N,1.28,,0.233,,,,,,,,,,,,,
410,Coley_BCI,TROP_RF,Tetragastris panamensis,T,E,,,N,1.36,,0.193,,,,,,,,,,,,,
411,Coley_BCI,TROP_RF,Trattinickia aspera,T,,,,N,0.84,,0.348,,,,,,,,,,,,,
412,Coley_BCI,TROP_RF,Prioria copaifera,T,E,,,Y,1.46,,0.332,,,,,,,,,,,,,
413,Coley_BCI,TROP_RF,Swartzia simplex,T,E,,,Y,1.68,,0.413,,,,,,,,,,,,,
414,Coley_BCI,TROP_RF,Tachigali versicolor,T,E,,,Y,1.36,,0.354,,,,,,,,,,,,,
415,Coley_BCI,TROP_RF,Hirtella triandra,T,E,,,N,1.10,,0.258,,,,,,,,,,,,,
416,Coley_BCI,TROP_RF,Alchornea costaricense,T,,,,N,0.72,,0.365,,,,,,,,,,,,,
417,Coley_BCI,TROP_RF,Croton bilbergianus,T,,,,N,,,0.433,,,,,,,,,,,,,
418,Coley_BCI,TROP_RF,Hyeronima alcheornoides,T,,,,N,0.82,,0.386,,,,,,,,,,,,,
419,Coley_BCI,TROP_RF,Sapium aucuparium,T,,,,N,0.72,,0.484,,,,,,,,,,,,,
420,Coley_BCI,TROP_RF,Casearia arborea,T,,,,N,0.94,,0.450,,,,,,,,,,,,,
421,Coley_BCI,TROP_RF,Zuelania guidonia,T,,,,N,0.85,,0.299,,,,,,,,,,,,,
422,Coley_BCI,TROP_RF,Calophyllum longifolium,T,E,,,N,1.54,,0.068,,,,,,,,,,,,,
423,Coley_BCI,TROP_RF,Miconia argentea,T,,,,N,0.95,,0.223,,,,,,,,,,,,,
424,Coley_BCI,TROP_RF,Guarea glabra,T,E,,,N,1.48,,0.491,,,,,,,,,,,,,
425,Coley_BCI,TROP_RF,Guarea multiflora,T,E,,,N,1.53,,0.380,,,,,,,,,,,,,
426,Coley_BCI,TROP_RF,Trichilia cipo,T,E,,,N,1.51,,0.314,,,,,,,,,,,,,
427,Coley_BCI,TROP_RF,Cecropia insignis,T,,,,N,0.67,,0.318,,,,,,,,,,,,,
428,Coley_BCI,TROP_RF,Cecropia obtusifolia,T,,,,N,0.60,,0.470,,,,,,,,,,,,,
429,Coley_BCI,TROP_RF,Poulsenia armata,T,E,,,N,1.45,,0.204,,,,,,,,,,,,,
430,Coley_BCI,TROP_RF,Virola sebifera,T,E,,,N,1.38,,0.433,,,,,,,,,,,,,
431,Coley_BCI,TROP_RF,Alseis blackiana,T,,,,N,1.01,,0.473,,,,,,,,,,,,,
432,Coley_BCI,TROP_RF,Faramea occidentalis,T,E,,,N,,,0.207,,,,,,,,,,,,,
433,Coley_BCI,TROP_RF,Macrocnemum glabrescens,T,,,,N,0.96,,0.371,,,,,,,,,,,,,
434,Coley_BCI,TROP_RF,Zanthoxylum ekmanii,T,,,,N,0.67,,0.428,,,,,,,,,,,,,
435,Coley_BCI,TROP_RF,Zanthoxylum panamense,T,,,,N,0.88,,0.450,,,,,,,,,,,,,
436,Coley_BCI,TROP_RF,Cupania rufescens,T,E,,,N,1.32,,0.272,,,,,,,,,,,,,
437,Coley_BCI,TROP_RF,Cupania sylvatica,T,E,,,N,1.48,,0.410,,,,,,,,,,,,,
438,Coley_BCI,TROP_RF,Chrysophyllum argenteum,T,,,,N,0.93,,0.255,,,,,,,,,,,,,
439,Coley_BCI,TROP_RF,Pouteria reticulata,T,E,,,N,1.43,,0.465,,,,,,,,,,,,,
440,Coley_BCI,TROP_RF,Simarouba amara,T,,,,N,1.04,,0.373,,,,,,,,,,,,,
441,Coley_BCI,TROP_RF,Apeiba aspera,T,,,,N,0.77,,0.340,,,,,,,,,,,,,
442,Coley_BCI,TROP_RF,Apeiba tibourbou,T,,,,N,0.59,,0.422,,,,,,,,,,,,,
443,Coley_BCI,TROP_RF,Luehea seemannii,T,D,B,,N,0.69,,0.418,,,,,,,,,,,,,
444,Coley_BCI,TROP_RF,Trema micrantha,T,E,,,N,0.81,,0.461,,,,,,,,,,,,,
445,Cornelissen_UK_Sheffield,WLAND,Acer platanoides,T,D,B,C3,N,,1.76,0.372,0.129,-0.784,-1.027,,,,,,,,,,
446,Cornelissen_UK_Sheffield,WLAND,Acer pseudoplatanus,T,D,B,C3,N,,1.88,0.454,0.330,-0.752,-0.876,,,,,,,,,,
447,Cornelissen_UK_Sheffield,WLAND,Aesculus hippocastanum,T,D,,,N,,1.86,0.372,0.235,-0.804,-0.941,,,,,,,,,,
448,Cornelissen_UK_Sheffield,WLAND,Alnus glutinosa,T,D,,,Y,,1.84,0.549,0.385,-0.685,-0.849,,,,,,,,,,
449,Cornelissen_UK_Sheffield,WLAND,Arbutus unedo,S,E,B,C3,N,,1.97,0.362,0.328,-0.717,-0.752,,,,,,,,,,
450,Cornelissen_UK_Sheffield,WLAND,Berberis vulgaris,S,D,,,N,,1.88,0.361,0.243,-0.908,-1.026,,,,,,,,,,
451,Cornelissen_UK_Sheffield,WLAND,Betula pendula,T,D,,,N,,1.86,0.440,0.305,-0.796,-0.932,,,,,,,,,,
452,Cornelissen_UK_Sheffield,WLAND,Buddleja davidii,S,D,,,N,,1.91,0.297,0.206,-0.630,-0.721,,,,,,,,,,
453,Cornelissen_UK_Sheffield,WLAND,Buxus sempervirens,S,E,B,C3,N,,2.04,0.320,0.365,-0.997,-0.953,,,,,,,,,,
454,Cornelissen_UK_Sheffield,WLAND,Calluna vulgaris,S,E,,,N,,1.78,0.169,-0.046,-1.015,-1.230,,,,,,,,,,
455,Cornelissen_UK_Sheffield,WLAND,Castanea sativa,T,D,,,N,,1.88,0.376,0.252,-0.846,-0.970,,,,,,,,,,
456,Cornelissen_UK_Sheffield,WLAND,Cornus sanguinea,S,D,,,N,,1.79,0.327,0.120,-0.813,-1.021,,,,,,,,,,
457,Cornelissen_UK_Sheffield,WLAND,Corylus avellana,T,D,,,N,,1.83,0.390,0.222,-0.765,-0.933,,,,,,,,,,
458,Cornelissen_UK_Sheffield,WLAND,Crataegus monogyna,S,D,B,C3,N,,1.94,0.253,0.192,-0.896,-0.957,,,,,,,,,,
459,Cornelissen_UK_Sheffield,WLAND,Cytisus scoparius,S,E,,,Y,,1.79,0.466,0.256,-0.933,-1.143,,,,,,,,,,
460,Cornelissen_UK_Sheffield,WLAND,Daphne mezereum,S,D,,,N,,1.65,0.403,0.048,-0.517,-0.872,,,,,,,,,,
461,Cornelissen_UK_Sheffield,WLAND,Dryas octopetala,S,E,B,C3,N,,1.81,0.285,0.095,-0.380,-0.570,,,,,,,,,,
462,Cornelissen_UK_Sheffield,WLAND,Empetrum nigrum,S,E,B,C3,N,,2.00,0.123,0.119,-0.969,-0.973,,,,,,,,,,
463,Cornelissen_UK_Sheffield,WLAND,Erica cinera,S,E,,,N,,1.95,0.152,0.099,-1.046,-1.098,,,,,,,,,,
464,Cornelissen_UK_Sheffield,WLAND,Euonymus europaeus,T,D,,,N,,1.81,0.389,0.200,-0.719,-0.908,,,,,,,,,,
465,Cornelissen_UK_Sheffield,WLAND,Fagus sylvatica,T,D,B,C3,N,,1.91,0.378,0.288,-0.865,-0.955,,,,,,,,,,
466,Cornelissen_UK_Sheffield,WLAND,Frangula alnus,S,D,,,N,,1.68,0.455,0.130,-0.760,-1.085,,,,,,,,,,
467,Cornelissen_UK_Sheffield,WLAND,Fraxinus excelsior,T,D,,,N,,1.89,0.410,0.303,-0.739,-0.845,,,,,,,,,,
468,Cornelissen_UK_Sheffield,WLAND,Hebe x franciscana,S,E,,,N,,1.94,0.266,0.204,-0.689,-0.751,,,,,,,,,,
469,Cornelissen_UK_Sheffield,WLAND,Hedera helix,V,E,,,N,,1.86,0.144,0.008,-0.776,-0.912,,,,,,,,,,
470,Cornelissen_UK_Sheffield,WLAND,Helianthemum nummularium,S,E,B,C3,N,,1.88,0.353,0.235,-0.651,-0.770,,,,,,,,,,
471,Cornelissen_UK_Sheffield,WLAND,Hippophae rhamnoides,S,D,,,N,,1.90,0.483,0.388,-0.826,-0.922,,,,,,,,,,
472,Cornelissen_UK_Sheffield,WLAND,Ilex aquifolium,T,E,,,N,,2.11,0.206,0.319,-0.891,-0.778,,,,,,,,,,
473,Cornelissen_UK_Sheffield,WLAND,Juglans regia,T,D,,,N,,1.84,0.341,0.177,-0.642,-0.807,,,,,,,,,,
474,Cornelissen_UK_Sheffield,WLAND,Laburnum anagyroides,T,D,,,Y,,1.75,0.532,0.281,-0.747,-0.998,,,,,,,,,,
475,Cornelissen_UK_Sheffield,WLAND,Larix decidua,T,D,N,C3,N,,2.04,0.353,0.391,-0.765,-0.727,,,,,,,,,,
476,Cornelissen_UK_Sheffield,WLAND,Ligustrum vulgare,S,E,,,N,,2.00,0.198,0.198,-0.972,-0.972,,,,,,,,,,
477,Cornelissen_UK_Sheffield,WLAND,Lonicera periclymenum,V,D,,,N,,1.85,0.354,0.202,-0.758,-0.910,,,,,,,,,,
478,Cornelissen_UK_Sheffield,WLAND,Malus sylvestris,T,D,,,N,,1.93,0.337,0.266,-0.846,-0.917,,,,,,,,,,
479,Cornelissen_UK_Sheffield,WLAND,Picea sitchensis,T,E,N,C3,N,,2.19,0.116,0.303,-0.917,-0.729,,,,,,,,,,
480,Cornelissen_UK_Sheffield,WLAND,Pinus sylvestris,T,E,N,C3,N,,2.15,0.224,0.370,-0.710,-0.564,,,,,,,,,,
481,Cornelissen_UK_Sheffield,WLAND,Prunus laurocerasus,S,E,,,N,,2.08,0.208,0.286,-0.748,-0.671,,,,,,,,,,
482,Cornelissen_UK_Sheffield,WLAND,Prunus lusitanica,S,E,,,N,,2.15,0.067,0.221,-1.016,-0.863,,,,,,,,,,
483,Cornelissen_UK_Sheffield,WLAND,Prunus spinosa,S,D,B,C3,N,,1.84,0.482,0.324,-0.672,-0.830,,,,,,,,,,
484,Cornelissen_UK_Sheffield,WLAND,Quercus cerris,T,D,,,N,,2.00,0.437,0.440,-0.796,-0.793,,,,,,,,,,
485,Cornelissen_UK_Sheffield,WLAND,Quercus ilex,T,E,B,C3,N,,2.20,0.370,0.574,-0.747,-0.543,,,,,,,,,,
486,Cornelissen_UK_Sheffield,WLAND,Quercus petraea,T,D,,,N,,1.87,0.410,0.279,-0.850,-0.981,,,,,,,,,,
487,Cornelissen_UK_Sheffield,WLAND,Quercus robur,T,D,,,N,,1.88,0.458,0.338,-0.771,-0.891,,,,,,,,,,
488,Cornelissen_UK_Sheffield,WLAND,Quercus rubra,T,D,B,C3,N,,1.76,0.355,0.113,-0.816,-1.058,,,,,,,,,,
489,Cornelissen_UK_Sheffield,WLAND,Rhamnus cathartica,S,D,B,C3,N,,1.74,0.480,0.218,-0.758,-1.020,,,,,,,,,,
490,Cornelissen_UK_Sheffield,WLAND,Rhododendron ponticum,S,E,,,N,,2.07,0.014,0.084,-0.991,-0.922,,,,,,,,,,
491,Cornelissen_UK_Sheffield,WLAND,Ribes nigrum,S,D,,,N,,1.82,0.266,0.087,-0.750,-0.929,,,,,,,,,,
492,Cornelissen_UK_Sheffield,WLAND,Ribes uva-crispa,S,D,B,C3,N,,1.78,0.350,0.133,-0.738,-0.955,,,,,,,,,,
493,Cornelissen_UK_Sheffield,WLAND,Robinia pseudoacacia,T,D,B,C3,Y,,1.70,0.473,0.169,-0.811,-1.114,,,,,,,,,,
494,Cornelissen_UK_Sheffield,WLAND,Rosa arvensis,V,D,,,N,,1.65,0.381,0.033,-0.660,-1.008,,,,,,,,,,
495,Cornelissen_UK_Sheffield,WLAND,Rubus fruticosus,V,E,,,N,,1.81,0.401,0.207,-0.734,-0.928,,,,,,,,,,
496,Cornelissen_UK_Sheffield,WLAND,Salix caprea,T,D,,,N,,1.84,0.432,0.274,-0.680,-0.838,,,,,,,,,,
497,Cornelissen_UK_Sheffield,WLAND,Sambucus nigra,S,D,,,N,,1.72,0.522,0.238,-0.614,-0.898,,,,,,,,,,
498,Cornelissen_UK_Sheffield,WLAND,Solanum dulcamara,V,D,,,N,,1.43,0.584,0.010,-0.515,-1.088,,,,,,,,,,
499,Cornelissen_UK_Sheffield,WLAND,Sorbus aucuparia,T,D,B,C3,N,,1.86,0.403,0.259,-0.736,-0.880,,,,,,,,,,
500,Cornelissen_UK_Sheffield,WLAND,Taxus baccata,T,E,,,N,,2.07,0.378,0.452,-0.670,-0.596,,,,,,,,,,
501,Cornelissen_UK_Sheffield,WLAND,Thymus polytrichus,S,E,,,N,,1.80,0.212,0.007,-0.738,-0.943,,,,,,,,,,
502,Cornelissen_UK_Sheffield,WLAND,Ulex europaeus,S,E,,,Y,,1.95,0.504,0.455,-0.591,-0.640,,,,,,,,,,
503,Cornelissen_UK_Sheffield,WLAND,Ulex gallii,S,E,,,Y,,2.14,0.354,0.494,-0.791,-0.652,,,,,,,,,,
504,Cornelissen_UK_Sheffield,WLAND,Ulmus glabra,T,D,,,N,,1.88,0.339,0.218,-0.747,-0.868,,,,,,,,,,
505,Cornelissen_UK_Sheffield,WLAND,Vaccinium myrtillus,S,D,B,C3,N,,1.74,0.233,-0.028,-1.009,-1.269,,,,,,,,,,
506,Cornelissen_UK_Sheffield,WLAND,Vaccinium oxycoccos,S,E,,,N,,2.00,0.186,0.185,-1.044,-1.045,,,,,,,,,,
507,Cornelissen_UK_Sheffield,WLAND,Vaccinium vitis-idaea,S,E,B,C3,N,,2.14,0.050,0.194,-1.015,-0.871,,,,,,,,,,
508,Cornelissen_UK_Sheffield,WLAND,Viburnum opulus,S,D,,,N,,1.80,0.379,0.180,-0.794,-0.993,,,,,,,,,,
509,Cornelissen_UK_Sheffield,WLAND,Viburnum tinus,S,E,B,C3,N,,2.07,0.074,0.144,-0.951,-0.881,,,,,,,,,,
510,DeLucia91Ecol_RENO__NEVADA,WLAND,Amelanchier alnifolia,T,,B,C3,,,2.03,0.260,0.288,-0.802,-0.774,2.19,1.22,2.39,,,140.3,,,,
511,DeLucia91Ecol_RENO__NEVADA,WLAND,Artemisia tridentata,S,,B,C3,N,,2.23,0.156,0.393,-0.588,-0.350,1.65,0.87,2.05,,,150.1,,,,
512,DeLucia91Ecol_RENO__NEVADA,WLAND,Juniperus osteosperma,T,,N,C3,,,2.81,-0.121,0.691,-0.958,-0.145,0.68,0.49,1.60,,,190.2,,,,
513,DeLucia91Ecol_RENO__NEVADA,WLAND,Pinus jeffreyi,T,,N,C3,,,2.52,0.033,0.552,-0.969,-0.449,1.51,1.03,2.13,,,183.2,,,,
514,DeLucia91Ecol_RENO__NEVADA,WLAND,Pinus monophylla,T,,N,C3,,,2.87,-0.048,0.825,-0.927,-0.054,0.95,0.83,1.80,,,208.1,,,,
515,DeLucia91Ecol_RENO__NEVADA,WLAND,Pinus ponderosa,T,,N,C3,,,2.50,-0.015,0.485,-1.013,-0.510,1.36,0.86,1.97,,,194.4,,,,
516,DeLucia91Ecol_RENO__NEVADA,WLAND,Purshia tridentata,S,,B,C3,,,,0.374,,-0.772,,,,,,,164.9,,,,
517,DeLucia95_Okefenokee_Swamp,WLAND,Lyonia lucida,S,E,B,C3,N,1.26,2.24,-0.155,0.081,-1.464,-1.228,1.68,0.89,2.20,,,,,,,
518,DeLucia95_Okefenokee_Swamp,WLAND,Cyrilla racemiflora,S,E,B,C3,N,1.26,2.01,0.100,0.113,-1.259,-1.246,2.03,1.04,2.30,,,,,,,
519,DeLucia95_Okefenokee_Swamp,WLAND,Leucothoe racemosa,S,D,B,C3,N,0.81,1.95,-0.009,-0.060,-1.319,-1.370,1.90,0.85,2.09,,,,,,,
520,DeLucia95_Okefenokee_Swamp,WLAND,Itea virginica,S,D,B,C3,N,0.81,1.85,0.049,-0.098,-1.177,-1.324,1.96,0.80,2.04,,,,,,,
521,DeLucia95_Okefenokee_Swamp,WLAND,Clethra alnifolia,S,D,B,C3,N,0.81,1.93,0.100,0.032,-1.171,-1.239,2.11,0.92,2.25,,,,,,,
522,Diemer_Korner_Austria_high,ALPINE,Achillea erba,H,,B,C3,N,0.36,1.65,0.665,0.318,,,2.56,1.21,,,,,,,,
523,Diemer_Korner_Austria_high,ALPINE,Arabis alpina,H,,B,C3,N,,1.58,0.468,0.043,,,,,,,,,,,,
524,Diemer_Korner_Austria_high,ALPINE,Arabis caerulea,H,,B,C3,N,,1.68,0.505,0.175,,,,,,,,,,,,
525,Diemer_Korner_Austria_high,ALPINE,Artemisia genipi,H,,B,C3,N,,1.62,0.474,0.089,,,,,,,,,,,,
526,Diemer_Korner_Austria_high,ALPINE,Campanula barbata,H,,B,C3,N,,1.72,0.356,0.082,,,,,,,,,,,,
527,Diemer_Korner_Austria_high,ALPINE,Cerastium uniflorum,H,,B,C3,N,,1.50,0.417,-0.110,,,,,,,,,,,,
528,Diemer_Korner_Austria_high,ALPINE,Doronicum clusii,H,,B,C3,N,0.25,1.69,0.606,0.295,,,2.64,1.32,,,,,,,,
529,Diemer_Korner_Austria_high,ALPINE,Erigeron uniflorus,H,,B,C3,N,0.41,1.68,0.519,0.194,,,2.67,1.35,,,,,,,,
530,Diemer_Korner_Austria_high,ALPINE,Gentiana bavarica,H,,B,C3,N,,1.77,0.210,0.004,,,,,,,,,,,,
531,Diemer_Korner_Austria_high,ALPINE,Gentiana kochiana,H,,B,C3,N,,1.82,0.134,-0.010,,,,,,,,,,,,
532,Diemer_Korner_Austria_high,ALPINE,Geum montanum,H,,B,C3,N,0.32,1.85,0.393,0.243,,,2.33,1.17,,,,,,,,
533,Diemer_Korner_Austria_high,ALPINE,Geum reptans,H,,B,C3,N,0.48,1.85,0.413,0.254,,,2.29,1.14,,,,,,,,
534,Diemer_Korner_Austria_high,ALPINE,Leontodon hispidus,H,,B,C3,N,,1.70,0.501,0.170,,,,,,,,,,,,
535,Diemer_Korner_Austria_high,ALPINE,Leucanthemopsis alpina,H,,B,C3,N,0.42,1.80,0.373,0.175,,,2.25,1.04,,,,,,,,
536,Diemer_Korner_Austria_high,ALPINE,Ligusticum mutellina,H,,B,C3,N,0.40,1.90,0.559,0.459,,,2.48,1.38,,,,,,,,
537,Diemer_Korner_Austria_high,ALPINE,Linaria alpina,H,,B,C3,N,,1.60,0.377,0.052,,,,,,,,,,,,
538,Diemer_Korner_Austria_high,ALPINE,Luzula alpino-pilosa,G,,B,C3,N,0.28,1.83,0.474,0.307,,,2.33,1.17,,,,,,,,
539,Diemer_Korner_Austria_high,ALPINE,Oxyria digyna,H,D,B,C3,N,0.20,1.41,0.658,0.063,,,2.81,1.21,,,,,,,,
540,Diemer_Korner_Austria_high,ALPINE,Pedicularis asplenifolius,H,,B,C3,N,0.30,1.72,0.449,0.207,,,2.50,1.31,,,,,,,,
541,Diemer_Korner_Austria_high,ALPINE,Poa laxa,G,,B,C3,N,,1.60,0.635,0.233,,,,,,,,,,,,
542,Diemer_Korner_Austria_high,ALPINE,Polygonum viviparum,H,,B,C3,N,0.13,1.85,0.593,0.435,,,2.47,1.31,,,,,,,,
543,Diemer_Korner_Austria_high,ALPINE,Potentilla aurea,H,,B,C3,N,,1.68,0.391,0.067,,,,,,,,,,,,
544,Diemer_Korner_Austria_high,ALPINE,Potentilla crantzii,H,D,B,C3,N,0.38,1.78,0.516,0.298,,,2.43,1.21,,,,,,,,
545,Diemer_Korner_Austria_high,ALPINE,Potentilla frigida,H,,B,C3,N,,1.72,0.398,0.119,,,,,,,,,,,,
546,Diemer_Korner_Austria_high,ALPINE,Primula glutinosa,H,,B,C3,N,0.40,1.86,0.428,0.234,,,2.22,1.09,,,,,,,,
547,Diemer_Korner_Austria_high,ALPINE,Ranunculus glacialis,H,,B,C3,N,0.49,1.79,0.529,0.323,,,2.48,1.29,,,,,,,,
548,Diemer_Korner_Austria_high,ALPINE,Senecio incanus,H,,B,C3,N,,1.82,0.310,0.138,,,,,,,,,,,,
549,Diemer_Korner_Austria_high,ALPINE,Sibbaldia procumbens,H,D,B,C3,N,,1.77,0.272,0.043,,,,,,,,,,,,
550,Diemer_Korner_Austria_high,ALPINE,Taraxacum alpinum,H,,B,C3,N,0.34,1.56,0.468,0.031,,,2.46,1.03,,,,,,,,
551,Diemer_Korner_Austria_high,ALPINE,Veronica alpestris,H,,B,C3,N,,1.57,0.364,-0.075,,,,,,,,,,,,
552,Diemer_Korner_Austria_high,ALPINE,Veronica bellidioides,H,,B,C3,N,,2.00,0.076,0.081,,,,,,,,,,,,
553,Diemer_Korner_Austria_low,ALPINE,Achillea millefolium,H,,B,C3,N,0.14,1.72,0.504,0.221,,,2.54,1.25,,,,,,,,
554,Diemer_Korner_Austria_low,ALPINE,Alchemilla verticillata,H,,B,C3,N,,1.43,0.462,-0.098,,,,,,,,,,,,
555,Diemer_Korner_Austria_low,ALPINE,Arabis hirsuta,H,,B,C3,N,,1.70,0.301,-0.004,,,,,,,,,,,,
556,Diemer_Korner_Austria_low,ALPINE,Caltha palustris,H,,B,C3,N,0.41,1.51,,,,,,,,,,,,,,
557,Diemer_Korner_Austria_low,ALPINE,Campanula glomerata,H,,B,C3,N,,1.57,0.431,-0.001,,,,,,,,,,,,
558,Diemer_Korner_Austria_low,ALPINE,Carum carvi,H,,B,C3,N,0.30,1.58,0.544,0.123,,,2.70,1.28,,,,,,,,
559,Diemer_Korner_Austria_low,ALPINE,Cerastium arvense,H,,B,C3,N,,2.00,0.544,0.544,,,,,,,,,,,,
560,Diemer_Korner_Austria_low,ALPINE,Chrysanthemum leucanthemum,H,,B,C3,N,0.34,1.72,0.453,0.166,,,2.65,1.36,,,,,,,,
561,Diemer_Korner_Austria_low,ALPINE,Erigeron acre,H,,B,C3,N,,1.75,0.322,0.083,,,,,,,,,,,,
562,Diemer_Korner_Austria_low,ALPINE,Geum rivale,H,,B,C3,N,0.46,1.72,0.386,0.106,,,2.38,1.10,,,,,,,,
564,Diemer_Korner_Austria_low,ALPINE,Leontodon hispidus,H,,B,C3,N,,1.64,0.301,-0.057,,,,,,,,,,,,
565,Diemer_Korner_Austria_low,ALPINE,Lychnis flos-jovis,H,,B,C3,N,,1.65,0.146,-0.186,,,,,,,,,,,,
566,Diemer_Korner_Austria_low,ALPINE,Polygonum bistorta,H,,B,C3,N,,1.57,0.378,-0.054,,,,,,,,,,,,
567,Diemer_Korner_Austria_low,ALPINE,Potentilla anserina,H,,B,C3,N,0.27,1.72,0.490,0.208,,,2.59,1.31,,,,,,,,
568,Diemer_Korner_Austria_low,ALPINE,Potentilla reptans,H,,B,C3,N,,1.54,0.544,0.079,,,,,,,,,,,,
569,Diemer_Korner_Austria_low,ALPINE,Potentilla verna,H,,B,C3,N,,1.77,0.342,0.105,,,,,,,,,,,,
570,Diemer_Korner_Austria_low,ALPINE,Primula elatior,H,,B,C3,N,0.49,1.62,0.391,0.007,,,2.40,1.03,,,,,,,,
571,Diemer_Korner_Austria_low,ALPINE,Primula farinosa,H,,B,C3,N,,1.65,0.230,-0.123,,,,,,,,,,,,
572,Diemer_Korner_Austria_low,ALPINE,Ranunculus acris,H,,B,C3,N,0.26,1.80,0.374,0.180,,,2.39,1.21,,,,,,,,
573,Diemer_Korner_Austria_low,ALPINE,Ranunculus bulbosus,H,,B,C3,N,,1.75,0.464,0.184,,,,,,,,,,,,
574,Diemer_Korner_Austria_low,ALPINE,Ranunculus ficaria,H,,B,C3,N,,1.51,0.519,0.034,,,,,,,,,,,,
575,Diemer_Korner_Austria_low,ALPINE,Ranunculus nemorosus,H,,B,C3,N,,1.83,0.301,0.114,,,,,,,,,,,,
